Заголовок;Производитель;Тип автомата;Количество линий;Количество барабанов;Мин ставка на линию;Макс ставка на линию;Джектпот;Процент отдачи;Бонусная игра;Прогрессивный джекпот;Символ Wild;Символ Scatter;Автоматическая игра;Мультиплеер;Бесплатные спины
Juicy Spins;Platipus Gaming;Видео-слоты;25;5;1;0;500;94.01%;no;no;yes;yes;yes;no;yes
Egyptian Rebirth;Spiнетmenal;Видео-слоты;25;5;1;0;400;96.6%;Неизвестно;no;yes;yes;yes;yes;yes
Ra's Legend;Red Tiger Gaming;Видео-слоты;40;5;1;0;12000;Неизвестно;yes;no;yes;no;yes;yes;no
Feng Fu;Tom Horn Gaming;Видео-слоты;9;5;1;0;1000;Неизвестно;no;no;yes;yes;yes;yes;yes
Secret of Pharaoh;Tom Horn Gaming;Видео-слоты;25;5;0;0;200;Неизвестно;no;no;yes;yes;yes;yes;yes
Aztec Temple;Join Games;Видео-слоты;15;5;1;5;750;Неизвестно;no;no;yes;yes;yes;no;yes
Sumo Spins;Red Tiger Gaming;Видео-слоты;40;5;0;0;300;96.13%;no;no;yes;no;yes;yes;no
Siberian Wolf;Red Rake Gaming;Видео-слоты;40;5;1;0;125;96.1%;no;no;yes;yes;yes;no;yes
Precious Treasures;Spiнетmenal;Видео-слоты;15;5;1;0;100;Неизвестно;Неизвестно;no;yes;yes;yes;yes;yes
Very Big Goats;Spiнетmenal;Видео-слоты;50;5;1;0;300;96.44%;yes;no;yes;yes;yes;yes;yes
Terracotta Уайлдs;Spiнетmenal;Видео-слоты;100;5;1;0;300;96.43%;yes;no;yes;yes;yes;yes;yes
Nights Of Fortune;Spiнетmenal;Видео-слоты;50;5;1;0;800;96.7%;yes;Неизвестно;yes;Неизвестно;yes;yes;yes
Уайлд Galaxy;Booongo Gaming;Видео-слоты;20;5;1;0;1000;Неизвестно;yes;no;yes;yes;yes;no;yes
Valhalla;Wazdan;Видео-слоты;54;5;10;0;500;Неизвестно;no;no;yes;yes;yes;no;no
Golden Chief;Barcrest Games;Видео-слоты;10;5;1;0;0;96.02%;yes;Неизвестно;yes;yes;yes;no;yes
Lucky Dice;Magnet Gaming;Прогрессивные слоты;8;9;1;10;Прогрессивный;96.5%;yes;yes;no;no;yes;no;no
Don Juan's Peppers;Tom Horn Gaming;Видео-слоты;40;5;1;0;300;Неизвестно;no;no;yes;yes;yes;no;yes
Blackbeard's Quest;Tom Horn Gaming;Видео-слоты;9;5;1;0;5000;Неизвестно;no;no;yes;yes;yes;no;yes
Thunder Zeus;Booongo Gaming;Видео-слоты;18;8;1;0;1000;95.1%;no;no;yes;yes;yes;no;yes
Win Wizards;нетvomatic;Видео-слоты;50;5;1;1;20;Неизвестно;no;no;yes;yes;yes;yes;yes
Jingle Bells;Red Tiger Gaming;Видео-слоты;20;5;1;0;400;Неизвестно;no;no;yes;no;yes;yes;yes
Amazons;MGA;Видео-слоты;10;5;1;0;5000;Неизвестно;no;yes;yes;yes;yes;no;yes
Top Secret;Inbet Games;Видео-слоты;9;5;1;0;5000;Неизвестно;yes;no;yes;yes;yes;no;no
Multi Fruits;Edict (Merkur Gaming);Видео-слоты;10;5;1;0;50;96.1%;no;no;no;yes;yes;no;no
Bomb the Jackpot;Cayetaнет Gaming;Прогрессивные слоты;20;5;1;1;Прогрессивный;94.4%;Неизвестно;yes;yes;no;yes;yes;no
Santa's Бесплатные Spins;Inspired;Видео-слоты;20;5;1;0;400;Неизвестно;no;no;yes;yes;yes;yes;yes
Yakuza;Fugaso;Прогрессивные слоты;20;5;0;0;Прогрессивный;95.87%;no;yes;yes;yes;yes;no;yes
New Crazy Seven;LionLine;Видео-слоты;5;5;1;50;50;94.48%;no;no;no;no;yes;no;no
Poisoned Apple;Booongo Gaming;Видео-слоты;20;5;0;0;400;96.8%;no;no;yes;yes;yes;no;yes
Big Buck Bunny;Edict (Merkur Gaming);Видео-слоты;5;5;0;0;50;96%;no;no;yes;yes;yes;yes;yes
Sky Barons;Tom Horn Gaming;Видео-слоты;15;5;1;0;5000;Неизвестно;no;no;yes;yes;yes;yes;yes
Blue Diamond;Red Tiger Gaming;Видео-слоты;0;3;0;0;888;Неизвестно;no;no;yes;no;yes;yes;yes
American Dad;Playtech;Видео-слоты;40;5;1;0;250;Неизвестно;no;no;yes;yes;yes;no;yes
Paddy’s Pub;Booming Games;Видео-слоты;5;3;1;0;1;Неизвестно;no;no;yes;yes;yes;no;yes
Tree of Fortune;iSoftBet;Видео-слоты;243;5;0;0;4000;Неизвестно;no;no;yes;yes;yes;yes;yes
Sin City Nights;Betsoft;Видео-слоты;25;5;1;5;2500;Неизвестно;no;no;yes;yes;yes;yes;yes
Vegas Wins Slot;Booming Games;Видео-слоты;20;5;1;0;400;Неизвестно;no;no;yes;yes;yes;no;yes
Leprechaun's Treasure;Tom Horn Gaming;Видео-слоты;25;5;1;0;10000;Неизвестно;no;no;yes;yes;yes;no;yes
Golden Offer;Red Tiger Gaming;Видео-слоты;40;5;1;0;800;Неизвестно;no;no;yes;no;yes;no;no
Rise of Anubis;Inspired;Видео-слоты;20;5;1;0;500;Неизвестно;no;no;yes;yes;yes;yes;yes
World Soccer Slot 2;Gameplay Interactive;Видео-слоты;243;5;0;0;500;Неизвестно;yes;no;yes;yes;yes;yes;yes
Three Kingdoms;Red Tiger Gaming;Видео-слоты;20;5;1;0;500;Неизвестно;no;no;yes;no;yes;no;no
Cyber Ninja;Join Games;Видео-слоты;20;5;1;5;750;Неизвестно;no;no;yes;yes;yes;yes;yes
Horror Circus;Join Games;Видео-слоты;10;5;1;5;125;Неизвестно;no;no;yes;yes;yes;no;no
Rainbow Уайлд;Iron Dog Studios;Видео-слоты;1024;5;0;0;400;96%;no;no;yes;yes;yes;yes;yes
The Amsterdam Masterplan;Stakelogic;Видео-слоты;20;5;1;5;7500;96.63%;yes;no;yes;yes;yes;yes;yes
Уайлд Swarm;Push Gaming;Видео-слоты;20;5;1;0;6;97.03%;no;no;yes;yes;yes;no;yes
Red Seven;Tom Horn Gaming;Видео-слоты;5;5;1;0;80;Неизвестно;no;no;yes;yes;yes;no;Неизвестно
Book of Spells;Tom Horn Gaming;Видео-слоты;9;5;1;0;5000;Неизвестно;no;no;yes;yes;yes;no;yes
Lolly Land;Chance Interactive;Видео-слоты;25;5;1;0;1000;95.18%;no;no;yes;yes;yes;no;yes
Crypt of the Vampires;Red Rake Gaming;Видео-слоты;432;5;0;0;200;95.48%;yes;no;yes;yes;yes;no;yes
Circus Wonders;Red Rake Gaming;Видео-слоты;30;5;1;0;200;95.7%;no;no;yes;yes;yes;no;yes
Double Cash;Future Gaming Solutions;Прогрессивные слоты;243;5;1;10;Прогрессивный;95.7%;no;yes;yes;no;yes;no;no
Valhalla;Betdigital;Видео-слоты;10;5;0;0;2500;94%;no;no;yes;no;yes;yes;yes
Caribbean Treasure;Red Rake Gaming;Видео-слоты;50;5;1;0;150;95.76%;no;no;yes;yes;yes;no;yes
Casiнет Win Spin;нетlimit City;Видео-слоты;20;5;1;0;500;96.74%;no;no;yes;yes;yes;yes;yes
Atlantis;Red Rake Gaming;Видео-слоты;50;5;1;0;500;96.17%;no;Неизвестно;yes;yes;yes;no;yes
Summertime;Edict (Merkur Gaming);Видео-слоты;5;3;1;0;20;96%;no;no;yes;no;yes;no;no
Tesla Jolt;нетlimit City;Видео-слоты;20;5;1;0;750;96.66%;no;no;yes;yes;yes;yes;yes
Power Force Heroes;Push Gaming;Видео-слоты;25;5;1;0;Неизвестно;96.72%;no;no;yes;yes;yes;no;yes
Jewel in the Crown;Barcrest Games;Видео-слоты;13;5;1;0;20;Неизвестно;no;no;yes;yes;yes;no;yes
King of Kaiju: Rampage Riches;Lost World Games;Видео-слоты;20;5;1;0;5;95.5%;no;no;yes;yes;yes;yes;yes
Royal Crown;BF Games;Видео-слоты;10;5;1;0;5;Неизвестно;no;no;yes;no;yes;no;yes
Black Mummy;Tom Horn Gaming;Видео-слоты;5;5;0;0;100;Неизвестно;no;no;yes;no;yes;no;no
Mega Power Heroes;Future Gaming Solutions;Прогрессивные слоты;40;5;1;10;Прогрессивный;95.8%;no;yes;yes;no;yes;no;yes
Patrick's Pub;Booongo Gaming;Видео-слоты;20;5;1;0;1000;95.5%;no;no;yes;yes;yes;no;yes
Deep Riches;Core Gaming;Видео-слоты;20;5;1;0;5;95.07%;yes;no;yes;no;yes;no;no
Zombie Slot Mania;Spiнетmenal;Видео-слоты;50;5;1;0;120;97%;Неизвестно;no;yes;yes;yes;no;yes
Power Joker;Stakelogic;Видео-слоты;15;5;0;0;200;95%;no;no;yes;no;yes;no;no
Kingdom of Legend;нетvomatic;Видео-слоты;40;5;0;0;250;95.15%;no;no;yes;yes;yes;yes;yes
Fire n' Fortune Slot;2 By 2 Gaming;Видео-слоты;15;5;1;0;8;96%;no;no;yes;yes;yes;no;yes
Green Lantern;Playtech;Прогрессивные слоты;243;5;0;0;Прогрессивный;94.95%;no;yes;yes;yes;yes;yes;yes
Genie Wishes;Booming Games;Видео-слоты;10;5;1;0;150;Неизвестно;no;no;yes;yes;yes;no;yes
Eagle Shadow Fist;Real Time Gaming;Прогрессивные слоты;25;5;1;0;Прогрессивный;Неизвестно;no;yes;yes;yes;yes;no;yes
Agent Valkyrie;2 By 2 Gaming;Видео-слоты;25;5;1;0;100;Неизвестно;no;no;yes;yes;yes;no;yes
Magic Jester;нетvomatic;Видео-слоты;10;5;1;0;1600;95.07%;no;no;yes;no;yes;no;no
Shanghai Legend;Proprietary Software;Видео-слоты;50;5;1;10;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Puppy Paws;Aberrant;Видео-слоты;9;5;1;5;Прогрессивный;Неизвестно;no;yes;yes;yes;yes;yes;yes
Safari Adventures;Platipus Gaming;Видео-слоты;50;5;1;0;100;94.01%;no;no;yes;yes;yes;no;yes
Sultans Gold;Playtech;Видео-слоты;20;5;1;0;5000;94.99%;no;no;yes;yes;yes;no;yes
Diego Fortune;Booongo Gaming;Видео-слоты;20;5;1;0;1500;95.8%;yes;no;yes;yes;yes;no;yes
Cherry Blast;Iron Dog Studios;Видео-слоты;20;5;1;0;1000;96%;yes;no;yes;yes;yes;no;yes
Mariachi;Stakelogic;Видео-слоты;40;5;1;6;1000;95.3%;no;no;yes;yes;yes;no;yes
The Baron;Games Warehouse;Видео-слоты;20;5;1;0;Неизвестно;Неизвестно;yes;no;yes;no;yes;yes;yes
Paint;Iron Dog Studios;Видео-слоты;20;5;1;0;2000;95.8%;no;no;yes;yes;yes;yes;yes
Slingo Reel Riches;Proprietary Software;Видео-слоты;20;5;0;0;1600;95.937;yes;no;yes;yes;no;yes;yes
Booming Bananas Slot;Booming Games;Видео-слоты;10;9;1;0;0;Неизвестно;no;no;yes;yes;yes;yes;yes
Aнетtherland;Belatra;Видео-слоты;20;5;0;0;5000;Неизвестно;no;no;yes;yes;yes;no;yes
Robin The Good;Xplosive;Видео-слоты;15;5;0;0;200;Неизвестно;no;no;yes;yes;yes;yes;yes
Smoking Dogs;Future Gaming Solutions;Прогрессивные слоты;243;5;1;10;Прогрессивный;95.7%;no;yes;yes;no;yes;no;no
The Sherlock Files;Red Rake Gaming;Видео-слоты;30;5;1;0;150;96%;no;no;yes;yes;yes;no;yes
Celestial King;Bally;Прогрессивные слоты;30;5;1;0;Прогрессивный;96%;yes;yes;yes;yes;yes;no;yes
The Secret of the Opera;Red Rake Gaming;Видео-слоты;50;5;1;0;120;Неизвестно;no;no;yes;yes;yes;no;yes
Lucky Drink Old;Belatra;Видео-слоты;15;5;0;0;10000;Неизвестно;no;no;yes;yes;yes;no;no
Night of Sevens;Genesis Gaming;Видео-слоты;5;5;0;0;200;97.2%;no;no;yes;yes;yes;no;yes
Hansel and Gretel;Red Rake Gaming;Видео-слоты;20;5;1;0;1000;95.84%;no;no;yes;yes;yes;no;yes
Gems Gone Уайлд;Red Tiger Gaming;Видео-слоты;25;5;1;1;600;Неизвестно;no;no;yes;no;yes;no;no
Red Diamond;Red Tiger Gaming;Классические слоты;1;3;0;0;1500;96.19%;no;no;yes;no;yes;no;yes
Romeo & Juliet;Blueprint Gaming;Прогрессивные слоты;20;5;1;0;Прогрессивный;94.81%;yes;yes;yes;yes;yes;yes;yes
Thunderbird Spirit;Genesis Gaming;Видео-слоты;100;5;1;0;10;Неизвестно;no;no;yes;yes;yes;no;yes
Kittys Luck;Xplosive;Видео-слоты;243;5;0;0;50;Неизвестно;Неизвестно;no;yes;yes;yes;no;yes
Royal Wins Slot;Booming Games;Видео-слоты;20;5;1;0;400;Неизвестно;no;no;yes;yes;yes;no;yes
Big Apple Wins;Booming Games;Видео-слоты;20;5;1;0;400;Неизвестно;no;no;yes;yes;yes;no;yes
Dolphin's Luck 2;Booming Games;Видео-слоты;20;5;1;0;600;Неизвестно;no;no;yes;yes;yes;no;yes
Froots;Parlay;Видео-слоты;720;5;0;0;600;95%;no;Неизвестно;yes;yes;yes;yes;yes
Red Seven Ultra;ZEUS PLAY;Классические слоты;10;5;1;100;5000;Неизвестно;no;no;yes;yes;yes;no;yes
The Munchies;Genesis Gaming;Видео-слоты;25;5;1;0;1000;96.7%;yes;no;yes;yes;yes;yes;yes
Crazy Pop;Games Lab;Видео-слоты;50;5;50;0;500;95%;no;no;yes;yes;yes;yes;yes
Rich World;EGT Interactive;Видео-слоты;25;5;1;0;Прогрессивный;Неизвестно;no;yes;yes;yes;yes;no;yes
Dr Jekyll Goes Уайлд;SG Gaming;Видео-слоты;10;5;0;0;600;Неизвестно;no;no;yes;yes;yes;no;yes
Уайлд Bandits;Games Warehouse;Видео-слоты;15;5;1;0;8;Неизвестно;yes;no;yes;yes;yes;no;yes
Robotika;World Match;Видео-слоты;15;5;0;0;500;Неизвестно;no;no;yes;yes;yes;yes;yes
Lucky New Year Slot;Pragmatic Play;Видео-слоты;25;5;1;10;5;96%;no;no;yes;yes;yes;yes;yes
OXO;Tom Horn Gaming;Видео-слоты;5;5;1;0;10;Неизвестно;no;no;no;no;yes;no;no
Middle Earth;Tom Horn Gaming;Видео-слоты;9;5;1;0;10000;Неизвестно;no;no;yes;yes;yes;yes;yes
Nitro Madness;Tom Horn Gaming;Видео-слоты;20;5;1;0;10000;Неизвестно;no;no;yes;yes;yes;yes;yes
Fruit;Tom Horn Gaming;Видео-слоты;5;5;1;0;25000;Неизвестно;no;no;yes;yes;yes;yes;yes
Cleopatra's Secret;Tom Horn Gaming;Видео-слоты;25;5;1;0;7000;Неизвестно;no;no;yes;yes;yes;yes;yes
Disco Fever;Tom Horn Gaming;Видео-слоты;9;5;1;0;10000;Неизвестно;no;no;yes;yes;yes;yes;yes
Piggy Bank;Belatra;Видео-слоты;9;5;0;0;10000;Неизвестно;yes;no;yes;yes;yes;no;yes
Lucky Drink;Belatra;Видео-слоты;10;5;0;0;5000;Неизвестно;no;no;yes;yes;yes;no;yes
Sahara Queen;Genesis Gaming;Видео-слоты;50;5;1;0;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Primetime Combat Kings;Genesis Gaming;Видео-слоты;25;5;1;0;2000;Неизвестно;no;no;yes;yes;yes;yes;yes
Safari Dream;Cayetaнет Gaming;Видео-слоты;40;5;1;1;1000;94.15%;no;no;yes;yes;yes;yes;yes
Win Sprint;Realistic Games;Видео-слоты;5;3;1;0;500;95.25%;no;no;no;no;yes;no;no
Africa Gold;Belatra;Видео-слоты;10;5;0;0;9000;Неизвестно;no;no;yes;yes;yes;yes;yes
Spartania;Stakelogic;Видео-слоты;30;5;1;8;500;97.2%;yes;no;yes;yes;yes;yes;yes
Gangster Gamblers;Booming Games;Видео-слоты;15;5;1;0;600;Неизвестно;no;no;yes;yes;yes;no;yes
Romeo;Booming Games;Видео-слоты;10;9;1;0;1;Неизвестно;no;no;yes;yes;yes;yes;yes
Crystal Land;Playson;Видео-слоты;0;0;0;0;2;95.2%;yes;no;yes;no;yes;yes;no
Boxo;Leander Games;Видео-слоты;1;9;1;0;50;96.4%;no;no;no;no;yes;yes;no
Hell's Band;Booongo Gaming;Видео-слоты;20;5;1;0;1000;96.9%;no;no;yes;yes;yes;yes;yes
Ocean Reef;BF Games;Видео-слоты;20;5;1;0;100;Неизвестно;no;no;yes;yes;yes;yes;yes
Pharaohs and Aliens;BF Games;Видео-слоты;10;5;1;0;90;Неизвестно;no;no;yes;yes;yes;yes;yes
Energy Fruits;BF Games;Видео-слоты;5;5;1;0;50;Неизвестно;no;no;yes;yes;yes;no;no
Hardwell;Stakelogic;Видео-слоты;25;5;1;10;500;96.04%;no;no;yes;no;yes;yes;no
Respins and Diamonds;Red Rake Gaming;Видео-слоты;1;3;0;0;0;95.51%;no;no;yes;no;yes;yes;yes
Jade Charms;Red Tiger Gaming;Видео-слоты;20;5;1;0;200;Неизвестно;no;no;yes;no;yes;yes;yes
The Sand Princess;2 By 2 Gaming;Видео-слоты;30;5;1;0;5;Неизвестно;no;no;yes;yes;yes;yes;yes
Red Dragon vs Blue Dragon;Red Rake Gaming;Видео-слоты;40;5;0;0;100;95%;no;no;yes;yes;yes;no;yes
Raggin' Buffalo;Red Rake Gaming;Видео-слоты;5;5;0;0;300;94.99%;no;no;yes;yes;yes;yes;yes
Wall Street;Tom Horn Gaming;Видео-слоты;15;5;1;0;5000;Неизвестно;no;no;yes;yes;yes;yes;yes
Уайлд Spartans;Red Tiger Gaming;Видео-слоты;10;5;1;0;500;Неизвестно;no;no;yes;no;yes;no;yes
Demon Gems;Inspired;Видео-слоты;20;5;1;0;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Mysteries of Egypt;Red Rake Gaming;Видео-слоты;25;5;0;0;2000;95.5%;no;no;yes;yes;yes;yes;yes
Myrtel the Witch;Red Rake Gaming;Видео-слоты;30;5;0;0;100;96.49%;no;no;yes;yes;yes;no;yes
Mega Stellar;Red Rake Gaming;Видео-слоты;10;5;1;0;100;95%;no;no;yes;yes;yes;no;yes
Buster Hammer;Chance Interactive;Видео-слоты;243;5;0;0;160;95.8%;Неизвестно;no;yes;yes;yes;yes;yes
Million Coins Respin;iSoftBet;Видео-слоты;20;5;1;5;10000;Неизвестно;no;no;yes;no;yes;no;no
Hold Your Horses;нетvomatic;Видео-слоты;40;5;1;0;500;95%;no;no;yes;yes;yes;no;yes
Full Metal Dragon;Games Warehouse;Видео-слоты;20;5;1;0;0;Неизвестно;yes;yes;yes;yes;yes;yes;yes
Phoenix's Fruits;Inbet Games;Видео-слоты;5;5;1;0;5000;Неизвестно;no;no;no;yes;yes;no;no
Lost City of Incas;2 By 2 Gaming;Видео-слоты;25;5;1;0;8;96.49%;no;no;yes;yes;yes;yes;yes
Princess Of Swamp;Belatra;Видео-слоты;9;5;0;0;10000;Неизвестно;yes;no;yes;yes;yes;no;yes
Magnificent Jewels;High5Games;Видео-слоты;15;5;0;0;450;95%;no;no;yes;yes;yes;no;yes
Chicago The Musical;High5Games;Видео-слоты;40;5;1;0;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Martians Attack;Inbet Games;Видео-слоты;9;5;1;0;9000;Неизвестно;no;no;yes;yes;yes;yes;yes
Masquerade Slot;Red Tiger Gaming;Видео-слоты;20;5;1;0;1000;95.2%;no;no;yes;no;yes;no;no
Cinderella Win Time;Stakelogic;Видео-слоты;50;9;1;5;200;94.97%;no;no;yes;no;yes;no;no
Secret of Nefertiti 2;Booongo Gaming;Видео-слоты;40;5;1;0;Неизвестно;Неизвестно;no;no;yes;yes;yes;yes;yes
Cold as Ice;BF Games;Видео-слоты;5;5;1;0;50;Неизвестно;no;no;no;yes;yes;yes;no
Voodoo Candy Shop;BF Games;Видео-слоты;20;5;1;0;10;Неизвестно;no;no;yes;yes;yes;no;yes
Brittonaire;Cozy Games;Видео-слоты;20;5;1;3;10000;97.5%;no;no;yes;yes;yes;no;yes
Wizard's Ring;нетvomatic;Видео-слоты;40;5;0;0;1000;Неизвестно;no;no;yes;yes;yes;yes;yes
Fruity Уайлд;Booongo Gaming;Видео-слоты;20;5;1;0;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Mobster Lobster;Genesis Gaming;Видео-слоты;50;5;0;0;500;Неизвестно;no;no;yes;yes;yes;no;yes
Hula Hula Nights;WMS (Williams Interactive);Видео-слоты;20;5;0;0;50;96%;no;no;yes;yes;yes;no;yes
Alice in Wonderland;BF Games;Видео-слоты;243;5;0;0;10;Неизвестно;no;no;yes;yes;yes;no;yes
Sevens & Fruits;Playson;Видео-слоты;5;5;0;0;100;96.31%;no;no;no;yes;yes;no;no
Cake Valley;Habanero;Видео-слоты;243;5;1;10;400;Неизвестно;no;no;yes;no;yes;yes;yes
Ancient Riches;Gamomat;Видео-слоты;30;5;0;0;5;96.12%;no;no;yes;yes;yes;no;yes
Fish Tank;Magnet Gaming;Видео-слоты;8;3;1;20;Прогрессивный;96.5%;no;yes;yes;yes;yes;no;yes
Monster Madness;Tom Horn Gaming;Видео-слоты;8;9;1;0;0;Неизвестно;no;no;yes;yes;yes;Неизвестно;yes
Уайлд нетrds;Red Tiger Gaming;Видео-слоты;20;5;1;0;300;96.01%;no;no;yes;no;yes;no;yes
Chilli Heat;Pragmatic Play;Прогрессивные слоты;25;5;1;10;Прогрессивный;94.99%;no;yes;yes;yes;yes;no;yes
Уайлд Wishes;Playtech;Видео-слоты;15;5;1;0;750;Неизвестно;no;no;yes;yes;yes;no;yes
Dragon Reborn;EGT Interactive;Прогрессивные слоты;20;5;1;0;Прогрессивный;Неизвестно;no;yes;yes;yes;yes;no;yes
